"model_id","reference_date","wis","ae_median","interval_coverage_50","interval_coverage_95","wis_relative_skill","wis_scaled_relative_skill","ae_median_relative_skill","ae_median_scaled_relative_skill"
"FluSight-lop_norm",2024-12-28,238.873386287625,332.403846153846,0.0480769230769231,0.519230769230769,0.918370349629583,0.73007250418019,1.01841122359414,0.904563103597789
"FluSight-lop_norm",2025-01-04,144.467274247492,226.288461538462,0.192307692307692,0.846153846153846,0.86190494464878,0.79536907117745,1.01076143529124,1.05428598339456
"FluSight-trained_mean",2025-01-04,124.743190329747,186.179916719459,0.211538461538462,0.788461538461538,0.73801198581646,0.681040190476989,0.812501241647772,0.847488478142322
"FluSight-trained_med",2025-01-04,146.841712952224,210.254782237644,0.211538461538462,0.615384615384615,0.871271607787405,0.804012662569811,0.939804344688077,0.980273398987026
"Gatech-ensemble_point",2024-12-28,284.617111204013,334.663461538462,0.0288461538461538,0.192307692307692,1.08363754756304,0.861454181629585,1.01729170246655,0.903568733659338
"Gatech-ensemble_point",2025-01-04,132.569096989967,174.480769230769,0.153846153846154,0.5,0.767254528435963,0.708025316976778,0.751127253957261,0.783471656063537
"Gatech-ensemble_prob",2024-12-28,450.535714882943,476.278846153846,0.00961538461538462,0.0480769230769231,1.78994831079285,1.42294668609534,1.49111362507885,1.3244221364314
"Gatech-ensemble_prob",2025-01-04,226.018419732441,265.769230769231,0.134615384615385,0.269230769230769,1.32735328990674,1.22488652591228,1.18460839370469,1.23561899147303
"ISU_NiemiLab-GPE",2024-12-28,262.930879079935,309.167964938427,0.0480769230769231,0.173076923076923,1.01576960433839,0.807501525945995,0.949254734054203,0.843137613223276
"ISU_NiemiLab-GPE",2025-01-04,132.871165108507,178.25395281519,0.288461538461538,0.634615384615385,0.77383264418226,0.714095626520438,0.777900901329766,0.811398207437203
"JHUAPL-DMD",2024-12-28,181.350620589585,265.397080114779,0.125,0.634615384615385,0.685021074094163,0.544567941660841,0.789487531179169,0.701230774867995
"JHUAPL-DMD",2025-01-04,127.164510801344,190.210262425769,0.480769230769231,0.884615384615385,0.796985593629827,0.735461253915271,0.889365383560861,0.927662478272501
"JHU_CSSE-CSSE_Ensemble",2025-01-04,108.288881500426,150.359477124183,0.568627450980392,0.882352941176471,0.722191824878164,0.666441287443084,0.719046049896802,0.750008998516045
"LUcompUncertLab-chimera",2024-12-28,315.557658862876,387.009615384615,0.0480769230769231,0.307692307692308,1.24851643937901,0.992527169213616,1.20949527296535,1.07428588035318
"LUcompUncertLab-chimera",2025-01-04,294.066086956522,380.326923076923,0.0576923076923077,0.326923076923077,1.78543081060902,1.64760215648185,1.736620450829,1.81140132167567
"LosAlamos_NAU-CModel_Flu",2024-12-28,206.513733047659,314.033653846154,0.115384615384615,0.586538461538462,0.821879771569449,0.653365848763266,0.982304436393873,0.872492691632417
"LosAlamos_NAU-CModel_Flu",2025-01-04,195.050410702341,314.067307692308,0.134615384615385,0.826923076923077,1.18919205368614,1.09739082605841,1.43760180249521,1.499506586969
"MIGHTE-Joint",2024-12-28,291.359966555184,326.086538461538,0.0384615384615385,0.105769230769231,1.13830538176874,0.904913209496458,1.00617937662759,0.893698653954593
"MIGHTE-Joint",2025-01-04,149.113419732441,216.75,0.115384615384615,0.634615384615385,0.889121448203576,0.820484561333847,0.977787238884206,1.01989188022459
"MIGHTE-Nsemble",2024-12-28,288.001651337793,326.144230769231,0.0480769230769231,0.153846153846154,1.13106079868504,0.899154017776263,1.01176007116945,0.898655483040985
"MIGHTE-Nsemble",2025-01-04,175.803010033445,246.019230769231,0.153846153846154,0.596153846153846,1.06233070477601,0.980322704013825,1.1196124066507,1.16782420257889
"MOBS-GLEAM_FLUH",2024-12-28,212.628184143223,268.176470588235,0.0686274509803922,0.372549019607843,0.799293495794005,0.635410544650787,0.799193235861178,0.709851479497288
"MOBS-GLEAM_FLUH",2025-01-04,83.658832054561,115.43137254902,0.470588235294118,0.745098039215686,0.551908350006841,0.509303066939589,0.552972335520825,0.576783959289638
"NEU_ISI-AdaptiveEnsemble",2024-12-28,228.661756521739,296.37,0.05,0.29,1.01272360546548,0.80508006272501,1.0158597057759,0.90229681977934
"NEU_ISI-AdaptiveEnsemble",2025-01-04,205.752762148338,286.352941176471,0.137254901960784,0.470588235294118,1.32430053273266,1.22206943029964,1.36268213402065,1.42136079153654
"NEU_ISI-FluBcast",2024-12-28,216.717660869565,243.48,0.04,0.13,0.856703532890781,0.681049528493445,0.753612287511058,0.669366022199395
"NEU_ISI-FluBcast",2025-01-04,189.18405501331,224.714285714286,0.0816326530612245,0.224489795918367,1.23410767230575,1.13883912506706,1.07098863626714,1.1171066368059
"NIH-Flu_ARIMA",2024-12-28,241.352016197783,292.480392156863,0.0196078431372549,0.137254901960784,1.03739417714206,0.82469230962599,0.985835323216168,0.875628860861931
"NIH-Flu_ARIMA",2025-01-04,117.529991474851,153.274509803922,0.156862745098039,0.627450980392157,0.712086157412205,0.657115740123822,0.683096695854459,0.71251162400649
"OHT_JHU-nbxd",2024-12-28,256.815814966555,345.187692307692,0.0673076923076923,0.394230769230769,1.01128270342655,0.803934595691732,1.07941936849654,0.958751152216204
"OHT_JHU-nbxd",2025-01-04,280.711564297659,377.200192307692,0.0769230769230769,0.346153846153846,1.68823574169316,1.55791018735393,1.71656551152514,1.79048279365546
"PSI-PROF",2024-12-28,202.07990083612,287.759423076923,0.173076923076923,0.730769230769231,0.751396773316838,0.597334315235243,0.856062497328144,0.76036333017223
"PSI-PROF",2025-01-04,107.25933645485,144.175576923077,0.519230769230769,0.903846153846154,0.63834209865265,0.589064449915314,0.637644601367828,0.665102310136722
"PSI-PROF_beta",2024-12-28,203.503194021739,295.576730769231,0.144230769230769,0.769230769230769,0.757001535304352,0.601789906186333,0.880539166486421,0.782103754184261
"PSI-PROF_beta",2025-01-04,106.926250752508,152.557692307692,0.519230769230769,0.923076923076923,0.643231507376502,0.593576414371999,0.681340429776364,0.710679731094279
"SigSci-TSENS",2024-12-28,279.524201323251,320,0.0543478260869565,0.16304347826087,1.1525210958928,0.916214208067946,1.04549994915612,0.928623582409455
"SigSci-TSENS",2025-01-04,131.95320415879,160.369565217391,0.0869565217391304,0.282608695652174,1.01526506917242,0.936890361379268,0.905558827837826,0.944553230855643
"Stevens-ILIForecast",2024-12-28,378.232140468227,461.519230769231,0.173076923076923,0.326923076923077,1.52745794551858,1.21427597021666,1.46395426778141,1.30029892180108
"Stevens-ILIForecast",2025-01-04,502.319088628763,564.307692307692,0.0576923076923077,0.0961538461538462,3.11689392394675,2.87628124265881,2.62201845968423,2.73492558553182
"UGA_CEID-Walk",2024-12-28,414.707812061037,453.093673076923,0.0192307692307692,0.0288461538461538,1.6502099170116,1.31185952053175,1.41910882838254,1.26046675095983
"UGA_CEID-Walk",2025-01-04,369.223998319398,419.194115384615,0.0384615384615385,0.134615384615385,2.2166388785775,2.04552255667641,1.89973237770702,1.98153703543331
"UGA_flucast-Copycat",2025-01-04,120.597165551839,166.961538461538,0.288461538461538,0.692307692307692,0.713401155748473,0.658329225452814,0.731738073204121,0.763247554921759
"UGA_flucast-INFLAenza",2024-12-28,241.131580267559,331.480769230769,0.0673076923076923,0.403846153846154,0.916730517222576,0.728768894419375,1.0125938430783,0.899396047646014
"UGA_flucast-INFLAenza",2025-01-04,141.093863503344,214.971153846154,0.211538461538462,0.769230769230769,0.841461195425497,0.776503503771136,0.960448720310741,1.0018067451308
"UGA_flucast-Scenariocast",2024-12-28,174.87387541806,259.836538461538,0.211538461538462,0.75,0.664124894718533,0.527956205436215,0.782091664276489,0.694661691413009
"UGA_flucast-Scenariocast",2025-01-04,117.134573578595,141.365384615385,0.692307692307692,0.903846153846154,0.707257970687217,0.652660271554153,0.640473951145319,0.668053494964692
"UGuelph-CompositeCurve",2024-12-28,64.9972826086956,125.5,0.25,0.75,0.750461842153804,0.596591077460083,1.02498942090752,0.910405924690106
"UGuelph-CompositeCurve",2025-01-04,275.48877090301,372.711538461538,0.192307692307692,0.211538461538462,1.65725677990811,1.52932268682502,1.69801896806058,1.77113761473155
"UI_CompEpi-EpiGen",2024-12-28,393.312491638796,403.971153846154,0,0.0192307692307692,1.56600270982421,1.24491771797234,1.26577313494003,1.12427244404402
"UI_CompEpi-EpiGen",2025-01-04,383.784088628763,394.076923076923,0,0.0384615384615385,2.34893132650168,2.16760251698122,1.80564689907621,1.88340012805038
"UM-DeepOutbreak",2024-12-28,300.241412390503,333.871610619322,0.0384615384615385,0.0769230769230769,1.13812909597236,0.904773068416264,1.00412111782338,0.89187048775924
"UM-DeepOutbreak",2025-01-04,164.307630428867,196.383619891918,0.0576923076923077,0.288461538461538,0.968218413296816,0.893475533307909,0.871785673341096,0.909325765543155
"UMass-AR2",2024-12-28,282.635508743636,333.98748416222,0.0673076923076923,0.153846153846154,1.03612687394476,0.823684847637286,0.980069213460744,0.870507344115833
"UMass-AR2",2025-01-04,110.260247745514,148.813383104106,0.211538461538462,0.653846153846154,0.63816595575119,0.588901904594279,0.62727458379684,0.654285747700801
"UMass-flusion",2024-12-28,254.448297496576,314.491513846132,0.0480769230769231,0.240384615384615,0.963485217291692,0.765937255718737,0.953492433896998,0.84690158089479
"UMass-flusion",2025-01-04,115.475209921476,170.520013336357,0.403846153846154,0.769230769230769,0.684353498171457,0.631523939591128,0.766798627952187,0.79981785741878
"UMass-trends_ensemble",2024-12-28,289.176118311037,338.668269230769,0.0384615384615385,0.134615384615385,1.08486899503925,0.86243313956642,1.02253539246897,0.908226231920361
"UMass-trends_ensemble",2025-01-04,122.685756688963,185.682692307692,0.25,0.519230769230769,0.720772930571001,0.66513192652783,0.770446846365994,0.803623172306888
"UNC_IDD-InfluPaint",2024-12-28,198.804614094567,235.159631012871,0.0686274509803922,0.352941176470588,0.744090739361576,0.591526272208272,0.695168709668172,0.617455847866922
"UVAFluX-CESGCN",2025-01-04,228.941337902268,259.867799502153,0.0769230769230769,0.211538461538462,1.36847187150465,1.26283090511176,1.1685920556643,1.21891297152439
"UVAFluX-Ensemble",2024-12-28,232.953060200669,286.528846153846,0.0673076923076923,0.153846153846154,0.856848772959792,0.681164989299571,0.83942567362708,0.745586335837925
"UVAFluX-Ensemble",2025-01-04,100.222491638796,123.538461538462,0.519230769230769,0.673076923076923,0.585414409379902,0.540222582470652,0.513465045046013,0.535575439519105
"VTSanghani-PRIME",2024-12-28,297.632738205365,337.425531914894,0.148936170212766,0.223404255319149,1.29955639629878,1.03310216074802,1.15049042571346,1.02187718087998
"VTSanghani-PRIME",2025-01-04,346.128361204013,397.576923076923,0.0192307692307692,0.0961538461538462,2.12906791107974,1.96471174393743,1.8336766873253,1.91263691116925
"fjordhest-ensemble",2024-12-28,208.56057178442,279.375520833333,0.0416666666666667,0.21875,0.870987990021058,0.692405175365278,0.907248207723453,0.805826993555313
"fjordhest-ensemble",2025-01-04,175.881811141304,249.306041666667,0.0833333333333333,0.375,1.10339699827339,1.01821883156073,1.15395545960304,1.20364610682892
